,,,,Chord,Chord,Chord,Preceding Movement,Preceding Movement,Preceding Movement,Preceding Movement,Preceding Movement,Preceding Movement,Preceding Movement,Subsequent Movement,Subsequent Movement,Subsequent Movement,Subsequent Movement,Subsequent Movement,Subsequent Movement,Subsequent Movement
1,0.24697921701304978,0.21878646260995147,6,Other,0.02446183953033268,False,0.44,0.04,0.04,0.0,0.0,0.48,0.5419514893687345,0.32,0.4,0.12,0.0,0.04,0.12,0.7639158986235969
4,0.12107298211696471,0.6216870677455213,1,"('M3', 'P5')",0.34331337325349304,False,0.5988372093023255,0.29651162790697677,0.08139534883720931,,,0.023255813953488372,0.691893378370746,0.5755813953488372,0.22674418604651161,0.0755813953488372,,0.03488372093023256,0.0872093023255814,0.732805417125887
4,0.12107298211696471,0.6216870677455213,2,"('M3', 'P5', 'M6')",0.31736526946107785,True,0.5031446540880503,0.4276729559748428,0.018867924528301886,,,0.050314465408805034,0.6738735270189843,0.1949685534591195,0.7547169811320755,0.006289308176100629,,0.006289308176100629,0.03773584905660377,0.4464725222572539
4,0.12107298211696471,0.6216870677455213,3,"('M2', 'a4', 'M6')",0.15768463073852296,True,0.22784810126582278,0.5189873417721519,0.11392405063291139,,,0.13924050632911392,0.8651729371689683,0.10126582278481013,0.8860759493670886,,0.012658227848101266,,,0.3589820020250992
4,0.12107298211696471,0.6216870677455213,4,"('M3', 'M6')",0.08183632734530938,False,0.2682926829268293,0.14634146341463414,0.1951219512195122,,,0.3902439024390244,0.9523915778049296,0.24390243902439024,0.6829268292682927,0.024390243902439025,,,0.04878048780487805,0.607736749059206
4,0.12107298211696471,0.6216870677455213,5,"('M3', 'P5', 'M7')",0.06387225548902195,False,0.625,0.28125,0.0625,,,0.03125,0.6723767670198741,0.15625,0.40625,,,0.09375,0.34375,0.8980626231649258
4,0.12107298211696471,0.6216870677455213,6,Other,0.03592814371257485,False,0.5,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0,0.5346701365566152,0.2222222222222222,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333,0.5920755354596068
3,0.11623972933784436,0.27090764376390225,1,"('m3', 'm6')",0.8648648648648649,True,0.5745192307692307,0.3269230769230769,0.06971153846153846,,,0.028846153846153848,0.7010574643772787,0.49038461538461536,0.4735576923076923,0.014423076923076924,,0.004807692307692308,0.016826923076923076,0.5336897165706509
3,0.11623972933784436,0.27090764376390225,2,"('m3', 'P5')",0.031185031185031187,False,0.5333333333333333,0.4666666666666667,,,,,0.9967916319816366,0.7333333333333333,,0.13333333333333333,,,0.13333333333333333,0.696109471426504
3,0.11623972933784436,0.27090764376390225,3,"('m3', 'd5', 'm6')",0.029106029106029108,False,0.5714285714285714,0.21428571428571427,0.07142857142857142,,,0.14285714285714285,0.805288621665821,0.2857142857142857,0.7142857142857143,,,,,0.863120568566631
3,0.11623972933784436,0.27090764376390225,4,"('m3', 'P5', 'm7')",0.02702702702702703,False,0.38461538461538464,0.46153846153846156,0.07692307692307693,0.07692307692307693,,,0.8071654175796328,0.6153846153846154,,,,,0.38461538461538464,0.9612366047228759
3,0.11623972933784436,0.27090764376390225,5,"('m2', 'P4', 'm6')",0.010395010395010396,False,,0.4,,,,0.6,0.9709505944546686,,1.0,,,,,0.0
3,0.11623972933784436,0.27090764376390225,6,Other,0.037422037422037424,False,0.4444444444444444,0.3333333333333333,0.05555555555555555,0.0,0.0,0.16666666666666666,0.6618189176584932,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.3333333333333333,0.7315622998573797
7,0.08989850169163847,0.4022592793197576,1,"('m3', 'd5', 'm6')",0.6263440860215054,True,0.3648068669527897,0.5021459227467812,0.10300429184549356,,,0.030042918454935622,0.759729367960887,0.27467811158798283,0.7124463519313304,0.008583690987124463,,,0.004291845493562232,0.47660692296321416
7,0.08989850169163847,0.4022592793197576,2,"('m3', 'm6')",0.31451612903225806,True,0.3504273504273504,0.49572649572649574,0.1111111111111111,,,0.042735042735042736,0.7892939550181484,0.358974358974359,0.47863247863247865,0.05128205128205128,0.008547008547008548,0.06837606837606838,0.03418803418803419,0.6766078406150189
7,0.08989850169163847,0.4022592793197576,3,"('m3', 'd5', 'm7')",0.024193548387096774,False,0.1111111111111111,0.8888888888888888,,,,,0.5032583347756457,0.4444444444444444,,,,0.1111111111111111,0.4444444444444444,0.8783471047618534
7,0.08989850169163847,0.4022592793197576,4,"('m2', 'P4', 'm6')",0.010752688172043012,False,,1.0,,,,,0.0,,1.0,,,,,0.0
7,0.08989850169163847,0.4022592793197576,5,"('m3', 'd5')",0.008064516129032258,False,0.3333333333333333,0.6666666666666666,,,,,0.9182958340544896,0.3333333333333333,0.6666666666666666,,,,,0.9182958340544896
7,0.08989850169163847,0.4022592793197576,6,Other,0.01612903225806452,False,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.4841962570206112,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.355245321275764
6,0.08071532141130981,0.658694627465771,1,"('m3', 'P5')",0.3652694610778443,False,0.5737704918032787,0.3770491803278688,0.02459016393442623,,0.00819672131147541,0.01639344262295082,0.5495058916644382,0.7049180327868853,0.10655737704918032,0.09016393442622951,0.01639344262295082,,0.08196721311475409,0.6054621953922962
6,0.08071532141130981,0.658694627465771,2,"('m3', 'm6')",0.24850299401197604,True,0.3614457831325301,0.1927710843373494,0.0963855421686747,,0.0963855421686747,0.25301204819277107,0.9219741576725752,0.3132530120481928,0.6867469879518072,,,,,0.8968928834064589
6,0.08071532141130981,0.658694627465771,3,"('m3', 'P5', 'm7')",0.10778443113772455,False,0.3055555555555556,0.5555555555555556,,,0.1388888888888889,,0.8765603436459151,0.2777777777777778,0.25,,,,0.4722222222222222,0.961849356124652
6,0.08071532141130981,0.658694627465771,4,"('m3', 'P4', 'M6')",0.09580838323353294,True,0.3125,0.5625,,,,0.125,0.8620485698650454,0.03125,0.96875,,,,,0.20062232431271465
6,0.08071532141130981,0.658694627465771,5,"('m3', 'P4', 'm6')",0.08982035928143713,False,0.5666666666666667,0.3,0.03333333333333333,,,0.1,0.7405939508642585,0.36666666666666664,0.6333333333333333,,,,,0.9480782435939055
6,0.08071532141130981,0.658694627465771,6,Other,0.09281437125748503,False,0.45161290322580644,0.1935483870967742,0.12903225806451613,0.0,0.06451612903225806,0.16129032258064516,0.7881527103553865,0.3870967741935484,0.2903225806451613,0.0,0.06451612903225806,0.0,0.25806451612903225,0.6992203584999507
2,0.08023199613339778,0.6910006974089448,1,"('m3', 'P4', 'M6')",0.39457831325301207,True,0.1984732824427481,0.6793893129770993,0.07633587786259542,,,0.04580152671755725,0.6644948443531589,0.1450381679389313,0.8549618320610687,,,,,0.59728274179791
2,0.08023199613339778,0.6910006974089448,2,"('m3', 'P5')",0.27710843373493976,False,0.7282608695652174,0.05434782608695652,0.09782608695652174,,0.043478260869565216,0.07608695652173914,0.5896021731291206,0.8152173913043478,0.07608695652173914,0.03260869565217391,0.03260869565217391,,0.043478260869565216,0.4486762106587404
2,0.08023199613339778,0.6910006974089448,3,"('m3', 'P5', 'm7')",0.15963855421686746,False,0.49056603773584906,0.39622641509433965,0.09433962264150944,,,0.018867924528301886,0.7313211798810414,0.7169811320754716,0.1509433962264151,,0.018867924528301886,,0.11320754716981132,0.6098939960062866
2,0.08023199613339778,0.6910006974089448,4,"('M3', 'P5', 'm7')",0.045180722891566265,False,0.2,0.13333333333333333,,0.5333333333333333,,0.13333333333333333,0.8616157143988104,0.9333333333333333,,,0.06666666666666667,,,0.35335933502142136
2,0.08023199613339778,0.6910006974089448,5,"('m3', 'M6')",0.04216867469879518,False,,0.7857142857142857,,,,0.21428571428571427,0.74959525725948,0.14285714285714285,0.8571428571428571,,,,,0.5916727785823275
2,0.08023199613339778,0.6910006974089448,6,Other,0.08132530120481928,False,0.5555555555555556,0.18518518518518517,0.07407407407407407,0.1111111111111111,0.0,0.07407407407407407,0.7079990326373026,0.4074074074074074,0.07407407407407407,0.0,0.1111111111111111,0.0,0.4074074074074074,0.6521991515892472
#4,0.008458192363460609,0.7219280948873623,1,"('m3', 'd5', 'm6')",0.8,False,,,0.07142857142857142,0.6785714285714286,0.10714285714285714,0.14285714285714285,0.6989362064289522,,,,0.35714285714285715,0.6428571428571429,,0.9402859586706311
#4,0.008458192363460609,0.7219280948873623,2,"('m3', 'm6')",0.2,False,,,0.2857142857142857,0.7142857142857143,,,0.863120568566631,,,,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.8699155297736259
b7,0.0055582406959884005,0.8474624992032538,1,"('M2', 'a4', 'M6')",0.391304347826087,False,,,,,0.2222222222222222,0.7777777777777778,0.7642045065086203,,,,,1.0,,0.0
b7,0.0055582406959884005,0.8474624992032538,2,"('M3', 'M6')",0.391304347826087,False,,,,1.0,,,0.0,,,,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.6223659728744493
b7,0.0055582406959884005,0.8474624992032538,3,"('M3', 'a4', 'M6')",0.17391304347826086,False,,,,0.75,,0.25,0.8112781244591328,,,,,1.0,,0.0
b7,0.0055582406959884005,0.8474624992032538,4,"('M3', 'P5', 'M6')",0.043478260869565216,False,,,,,1.0,,0.0,,,,,,1.0,0.0
#1,0.0009666505558240696,0.0,1,"('m3', 'd5', 'm6')",1.0,False,,,,0.5,0.5,,1.0,,,,,1.0,,0.0
b3,0.0004833252779120348,1.0,1,"('M3', 'a5', 'M7')",0.5,False,,,1.0,,,,0.0,,,,,,1.0,0.0
b3,0.0004833252779120348,1.0,2,"('M3', 'M6')",0.5,False,,,,,,1.0,0.0,,,,1.0,,,0.0
#5,0.0004833252779120348,1.0,1,"('m3', 'd5', 'd7')",0.5,False,,,,1.0,,,0.0,,,,,1.0,,0.0
#5,0.0004833252779120348,1.0,2,"('m3', 'm6')",0.5,False,,,,1.0,,,0.0,,,,,1.0,,0.0
