key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
3831	D	I	38	33	15	45.5	6	9	1 4 1 2 4 3 2 1 5 1 5 1 5 2 5 1 2 3 2 3 4 5 1 4 2 7 6 #5 6 4 #4 5 1	['4 1', '2 4 3 2', '5 1 2 3 2 3 4 5', '2 7 6 #5', '6 4 #4 5']	['viio64 I', 'viio6 V2 I6 V43', 'V I viio6 I6 viio6 I6 ii6 V(64)', 'viio6 V6 viio6/V #viio7/vi', 'vi ii65 viio7/V V(64)']	['2 4 3 2', '2 3', '2 7 6']	['viio6 V2 I6 V43', 'viio6 I6', 'viio6 V6 viio6/V']	['4 1', '5 1 2', '3 2 3 4 5', '6 #5', '6 4 #4 5']	['viio64 I', 'V I viio6', 'I6 viio6 I6 ii6 V(64)', 'viio6/V #viio7/vi', 'vi ii65 viio7/V V(64)']	('24op20no3b', 0)	('24op20no3b', 37)
3832	D	V	37	32	16	50.0	10	6	3 2 7 1 6 5 4 5 2 4 3 6 4 3 6 5 4 7 1 6 5 1 4 2 7 6 #5 6 4 #4 5 1	['3', '2 7', '1 6 5 4 5', '2 4', '6 4', '3 6 5', '4 7', '1 6 5', '2 7 6 #5', '6 4 #4 5']	['V43/ii', 'ii V65', 'I IV6 iii6 ii6 V(64)', 'viio6 V2', 'vi IV', 'I6 IV6 iii6', 'ii6 vii%7', 'I vi V(64)', 'viio6 V6 viio6/V #viio7/vi', 'vi ii65 viio7/V V(64)']	['3', '1 6 5', '2 4', '6 4', '3 6 5', '1 6 5', '2 7 6']	['V43/ii', 'I IV6 iii6', 'viio6 V2', 'vi IV', 'I6 IV6 iii6', 'I vi V(64)', 'viio6 V6 viio6/V']	['2 7', '5 4 5', '4 7', '6 #5', '6 4 #4 5']	['ii V65', 'iii6 ii6 V(64)', 'ii6 vii%7', 'viio6/V #viio7/vi', 'vi ii65 viio7/V V(64)']	('24op20no3b', 38)	('24op20no3b', 74)
3833	D	I	49	40	15	37.5	6	9	5 3 5 3 5 2 5 1 4 1 2 4 3 2 1 5 1 5 1 5 2 5 1 2 3 2 3 4 5 1 4 2 7 6 #5 6 4 #4 5 1	['4 1 2', '2 4 3 2', '5 1 2 3 2 2 3 4 5', '2 7 6 #5', '6 4 #4 5']	['viio64 I viio6', 'V64 V2 I6 V43', 'V I viio6 I6 viio6 V43 I6 ii6 V(64)', 'viio6 V6 viio6/V #viio7/vi', 'vi ii65 viio7/V V(64)']	['2 4 3 2', '2 3 2', '2 7 6']	['V64 V2 I6 V43', 'viio6 I6 viio6', 'viio6 V6 viio6/V']	['4 1 2', '5 1 2', '3 2 2 3 4 5', '6 #5', '6 4 #4 5']	['viio64 I viio6', 'V I viio6', 'I6 viio6 V43 I6 ii6 V(64)', 'viio6/V #viio7/vi', 'vi ii65 viio7/V V(64)']	('24op20no3b', 75)	('24op20no3b', 123)
3834	d	i	82	73	55	75.3	30	25	5 1 5 #7 1 2 1 #7 3 2 1 #7 7 6 5 4 #4 5 1 5 #7 1 5 #3 4 #4 5 6 5 6 5 2 1 2 3 4 5 6 5 4 3 2 1 5 #6 #7 1 2 3 2 1 #7 #6 5 1 7 6 5 4 3 1 6 1 4 3 4 #4 5 4 3 4 5 1	['5 #7 1 1 2 1', '#7 3 2 1 #7 7 6 5 4 #4 5', '5 #7 1', '5 #3 4 #4 5 6 5 6', '5 2 1 2 3 4 5 6 5 4 3 2', '1 5 #6 #7 1 2 3 2 1 #7 #6', '5 1 7 6 5 4', '1 4 3 4 #4 5 4 3 4 5']	['V #viio7 i(94) i #viio6 VI6', 'V6 i6 #viio6 VI6 V6 iio6/iv iv6 V(64) ii%65 V65/V V', 'V #viio7 i(94)', 'V #viio7/iv iv viio7/V V #viio2 V7 #viio2', 'V7 #viio6 i ii%7 i6 iv i64 VI i64 iv i6 ii%7', 'i V #vi%7 V6 i V64 i6 V64 i V6 #vi%7', 'V i V2/iv iv6 V64/iv iv', 'V/iv iv i6 iv viio/V v(+4) #viio64(+2) i6 ii%65 V(64)']	['1 2 1', '#7 3 2 1 #7 7 6 5', '5 6', '5 6', '5 2', '5 6 5 4 3 2', '2 3 2 1 #7 #6', '5 1 7 6 5 4', '1 4', '#4 5 4']	['i #viio6 VI6', 'V6 i6 #viio6 VI6 V6 iio6/iv iv6 V(64)', 'V #viio2', 'V7 #viio2', 'V7 #viio6', 'i64 VI i64 iv i6 ii%7', 'V64 i6 V64 i V6 #vi%7', 'V i V2/iv iv6 V64/iv iv', 'V/iv iv', 'viio/V v(+4) #viio64(+2)']	['5 #7 1 1', '5 4 #4 5', '5 #7 1', '5 #3 4 #4 5', '6 5', '2 1 2 3 4 5', '1 5 #6 #7 1 2', '4 3 4 #4', '4 3 4 5']	['V #viio7 i(94) i', 'V(64) ii%65 V65/V V', 'V #viio7 i(94)', 'V #viio7/iv iv viio7/V V', '#viio2 V7', '#viio6 i ii%7 i6 iv i64', 'i V #vi%7 V6 i V64', 'iv i6 iv viio/V', '#viio64(+2) i6 ii%65 V(64)']	('24op20no3c', 0)	('24op20no3c', 81)
3835	d	III	99	96	37	38.5	13	24	7 1 3 4 2 5 3 6 4 7 5 1 6 2 7 3 1 4 2 3 1 2 7 1 6 7 5 6 4 5 3 4 2 3 1 2 7 1 6 4 #4 5 4 b3 1 b6 5 4 b3 1 b6 5 7 5 1 5 2 5 3 5 2 5 2 5 1 4 1 4 5 1 5 1 2 1 4 5 1 5 1 2 1 5 1 2 5 1 2 3 4 5 6 5 4 3 2 1	['7', '1 3', '4 2', '3 1', '2 7', '1 6', '7 5', '6 4', '5 3', '4 2', '3 1', '2 7', '6 4 #4 5 4', '1 b6 5 4', '1 b6', '1 4', '5 1 2', '1 4', '5 1 2', '5 1 1', '5 1 2 3 4 5 6 5 4 3 2']	['V65', 'I V65/IV', 'IV ii', 'iii I', 'ii viio', 'I vi', 'viio V', 'vi IV', 'V iii', 'IV ii', 'iii I', 'ii viio', 'vi ii6 V65/V V V2', 'i It6 V V2', 'i It6', 'V7/IV ii6', 'V I V43', 'V7/IV ii6', 'V7 I viio6', 'V7 I vi6', 'V I ii7 I6 IV I64 vi I64 IV I6 ii7']	['#4 5 4', '1 b6 5 4', '1 b6', '1 2', '1 2', '5 6 5 4 3 2']	['V65/V V V2', 'i It6 V V2', 'i It6', 'I V43', 'I viio6', 'I64 vi I64 IV I6 ii7']	['7', '1 3', '4 2', '3 1', '2 7', '1 6', '7 5', '6 4', '5 3', '4 2', '3 1', '2 7', '6 4 #4', '1 4', '5 1', '1 4', '5 1', '5 1 1', '5 1 2 3 4 5']	['V65', 'I V65/IV', 'IV ii', 'iii I', 'ii viio', 'I vi', 'viio V', 'vi IV', 'V iii', 'IV ii', 'iii I', 'ii viio', 'vi ii6 V65/V', 'V7/IV ii6', 'V I', 'V7/IV ii6', 'V7 I', 'V7 I vi6', 'V I ii7 I6 IV I64']	('24op20no3c', 82)	('24op20no3c', 180)
3836	d	i	11	11	10	90.9	5	5	1 2 3 4 5 6 5 4 3 2 1	['1 2 3 4 5 6 5 4 3 2']	['i ii%7 i6 iv i64 VI i64 iv i6 ii%7']	['5 6 5 4 3 2']	['i64 VI i64 iv i6 ii%7']	['1 2 3 4 5']	['i ii%7 i6 iv i64']	('24op20no3c', 181)	('24op20no3c', 191)
3837	d	iv	11	11	10	90.9	5	5	1 2 3 4 5 6 5 4 3 2 1	['1 2 3 4 5 6 5 4 3 2']	['i ii%7 i6 iv i64 VI i64 iv i6 ii%7']	['5 6 5 4 3 2']	['i64 VI i64 iv i6 ii%7']	['1 2 3 4 5']	['i ii%7 i6 iv i64']	('24op20no3c', 192)	('24op20no3c', 202)
3838	d	i	38	29	13	44.8	5	8	2 1 2 1 5 1 5 1 5 #7 5 1 5 #7 1 5 #3 4 #4 5 6 5 6 5 2 1 #4 5 1	['2 1 2', '5 #7 1', '5 #3 4 #4 5 6 5 6', '5 2', '1 #4 5 5']	['#viio65 i #viio65', 'V #viio7 i(94)', 'V #viio7/iv iv viio7/V V #viio2 V7 #viio2', 'V7 #viio6', 'i viio7/V V V(64)']	['2', '1 2', '5 6', '5 6', '5 2']	['#viio65', 'i #viio65', 'V #viio2', 'V7 #viio2', 'V7 #viio6']	['2 1', '5 #7 1', '5 #3 4 #4 5', '6 5', '1 #4 5 5']	['#viio65 i', 'V #viio7 i(94)', 'V #viio7/iv iv viio7/V V', '#viio2 V7', 'i viio7/V V V(64)']	('24op20no3c', 203)	('24op20no3c', 240)
3839	d	I	108	98	47	48.0	29	18	1 4 1 4 3 2 5 3 4 3 5 1 2 3 2 1 4 5 1 4 1 4 3 2 5 6 5 1 5 1 2 1 4 1 4 3 4 5 1 5 3 #1 7 1 7 6 5 3 #1 7 1 7 6 5 1 5 1 5 4 1 4 1 4 3 2 5 3 4 3 5 1 2 3 2 1 4 5 1 4 1 4 3 2 5 6 5 1 5 1 2 1 4 1 4 3 4 5 1	['1 4 3', '5 3 4', '5 1 2 3 2', '1 4 5 5', '1 4 3', '2 5 6', '5 1 2', '1 4 3 4 5 5', '3 #1 7 1 7 6', '3 #1 7 1 7 6', '1 5', '1 4 3', '5 3 4', '5 1 2 3 2', '1 4 5 5', '1 4 3', '2 5 6', '5 1 2', '1 4 3 4 5 5']	['I IV viio6(94)', 'V7 I6 IV', 'V7 I viio6 I6 viio6', 'I ii6 V(64) V', 'I IV viio6(94)', 'viio6 V IV6', 'V7 I viio6', 'V7/IV IV I6 ii6 V(64) V7', 'I6 #viio/ii V65 I V6 vi7', 'I6 #viio/ii V65 I V6 vi7', 'V2/V V', 'I IV viio6(94)', 'V7 I6 IV', 'V7 I viio6 I6 viio6', 'I ii6 V(64) V', 'I IV viio6(94)', 'viio6 V IV6', 'V7 I viio6', 'V7/IV IV I6 ii6 V(64) V7']	['1 4 3', '3 4', '2 3 2', '1 4 3', '5 6', '1 2', '1 4', '3 #1', '7 1 7 6', '3 #1', '7 1 7 6', '1 5', '1 4 3', '3 4', '2 3 2', '1 4 3', '5 6', '1 2', '1 4']	['I IV viio6(94)', 'I6 IV', 'viio6 I6 viio6', 'I IV viio6(94)', 'V IV6', 'I viio6', 'V7/IV IV', 'I6 #viio/ii', 'V65 I V6 vi7', 'I6 #viio/ii', 'V65 I V6 vi7', 'V2/V V', 'I IV viio6(94)', 'I6 IV', 'viio6 I6 viio6', 'I IV viio6(94)', 'V IV6', 'I viio6', 'V7/IV IV']	['5 3', '5 1 2', '1 4 5 5', '2 5', '5 1', '4 3 4 5 5', '#1 7', '#1 7', '5 3', '5 1 2', '1 4 5 5', '2 5', '5 1', '4 3 4 5 5']	['V7 I6', 'V7 I viio6', 'I ii6 V(64) V', 'viio6 V', 'V7 I', 'IV I6 ii6 V(64) V7', '#viio/ii V65', '#viio/ii V65', 'V7 I6', 'V7 I viio6', 'I ii6 V(64) V', 'viio6 V', 'V7 I', 'IV I6 ii6 V(64) V7']	('24op20no3c', 241)	('24op20no3c', 348)
3840	d	i	104	90	61	67.8	31	30	5 1 5 #7 1 2 1 #7 3 2 1 #7 7 6 5 4 #4 5 1 5 #7 1 5 #3 4 #4 5 6 5 6 5 2 1 2 3 4 5 6 5 4 3 2 1 5 #6 #7 1 2 3 2 1 #7 #6 5 1 7 6 5 4 3 1 6 1 4 3 4 #4 5 4 3 4 5 #6 5 1 2 3 4 5 1 5 1 5 1 5 1 5 1 5 1	['5 #7 1 1 2 1', '#7 3 2 1 #7 7 6 5 4 #4 5', '5 #7 1', '5 #3 4 #4 5 6 5 6', '5 2 1 2 3 4 5 6 5 4 3 2', '1 5 #6 #7 1 2 3 2 1 #7 #6', '5 1 7 6 5 4', '1 4 3 4 #4 5 4 3 4 5 5 #6 5 5 5', '5 1 2 3 4 4 5']	['V #viio7 i(94) i #viio6 VI6', 'V6 i6 #viio6 VI6 V6 iio6/iv iv6 V(64) ii%65 V65/V V', 'V #viio7 i(94)', 'V #viio7/iv iv viio7/V V #viio2 V7 #viio2', 'V7 #viio6 i ii%7 i6 iv i64 VI i64 iv i6 ii%7', 'i V #vi%7 V6 i V64 i6 V64 i V6 #vi%7', 'V i V2/iv iv6 V64/iv iv', 'V/iv iv i6 iv viio/V v(+4) #viio64(+2) i6 ii%65 V(64) V7 viio65/V V(64) V7 V(64)', 'V7 i iio i6 iv iio6 V(64)']	['1 2 1', '#7 3 2 1 #7 7 6 5', '5 6', '5 6', '5 2', '5 6 5 4 3 2', '2 3 2 1 #7 #6', '5 1 7 6 5 4', '1 4', '#4 5 4', '5 #6 5 5 5']	['i #viio6 VI6', 'V6 i6 #viio6 VI6 V6 iio6/iv iv6 V(64)', 'V #viio2', 'V7 #viio2', 'V7 #viio6', 'i64 VI i64 iv i6 ii%7', 'V64 i6 V64 i V6 #vi%7', 'V i V2/iv iv6 V64/iv iv', 'V/iv iv', 'viio/V v(+4) #viio64(+2)', 'V7 viio65/V V(64) V7 V(64)']	['5 #7 1 1', '5 4 #4 5', '5 #7 1', '5 #3 4 #4 5', '6 5', '2 1 2 3 4 5', '1 5 #6 #7 1 2', '4 3 4 #4', '4 3 4 5 5', '5 1 2 3 4 4 5']	['V #viio7 i(94) i', 'V(64) ii%65 V65/V V', 'V #viio7 i(94)', 'V #viio7/iv iv viio7/V V', '#viio2 V7', '#viio6 i ii%7 i6 iv i64', 'i V #vi%7 V6 i V64', 'iv i6 iv viio/V', '#viio64(+2) i6 ii%65 V(64) V7', 'V7 i iio i6 iv iio6 V(64)']	('24op20no3c', 349)	('24op20no3c', 452)
3841	D	I	66	62	20	32.3	11	9	5 3 2 1 5 1 5 1 5 1 4 5 4 3 2 6 2 6 2 7 1 4 5 1 5 3 2 1 5 1 5 1 5 1 5 1 2 1 2 1 3 4 6 4 #4 5 7 5 7 5 3 2 1 5 1 5 1 5 1 4 5 3	['5 3 2', '1 4 5 5 4 3', '2 7', '1 4', '5 3 2', '5 1 1 2 1 2', '1 3', '6 4 #4', '5 3 2', '1 4 5']	['V I6 viio6', 'I IV V(64) V IV I6', 'ii V6', 'I IV', 'V I6 viio6', 'V I I V43 I V43', 'I I6', 'IV6 ii6 V65/V', 'V I6 viio6', 'I IV V(64)']	['5 3 2', '4 5 5 4 3', '5 3 2', '1 2', '1 2', '5 3 2']	['V I6 viio6', 'IV V(64) V IV I6', 'V I6 viio6', 'I V43', 'I V43', 'V I6 viio6']	['1 4 5', '2 7', '1 4', '5 1 1', '2 1', '1 3', '6 4 #4', '1 4 5']	['I IV V(64)', 'ii V6', 'I IV', 'V I I', 'V43 I', 'I I6', 'IV6 ii6 V65/V', 'I IV V(64)']	('25op26no1a', 0)	('25op26no1a', 65)
3842	D	V	142	126	49	38.9	15	34	5 4 3 5 3 5 3 2 1 5 4 1 6 5 4 #4 5 7 1 #1 2 b3 3 4 2 7 1 5 7 1 #1 2 b3 3 4 2 7 1 5 3 #1 2 5 1 3 5 3 #1 2 5 1 3 5 3 5 3 2 1 5 3 5 3 5 3 5 1 5 1 5 1 4 1 4 1 #1 2 7 1 4 5 1 #1 2 7 1 4 5 1 5 1 4 1 4 1 6 5 4 #4 5 6 5 4 #4 5 6 4 2 1 7 #5 6 4 5 1 5 1 5 1 5 1 5 1 5 1 5 1	['5 4', '5 3 2 1', '1 5', '1 6 5 4 #4', '5 7 1 #1 2 b3 3', '2 7', '5 7 1 #1 2 b3 3', '2 7', '3 #1', '3 #1', '5 3 2', '4 1 #1', '2 7', '1 4', '5 1 #1', '2 7', '1 4 5 5', '1 6 5 4 #4 5 6 5 4 #4 5', '4 2 1', '7 #5', '6 4 5']	['iii6 ii6', 'V7 I6 viio6 I', 'vi6 V', 'I IV6 I64 ii6 viio/V', 'V V6 I #viio/ii V64 i6 I6', 'V64 V6', 'V V6 I #viio/ii V64 i6 I6', 'V64 V6', 'I6 #viio/ii', 'I6 #viio/ii', 'V7 I6 viio6', 'IV V7/IV V65/ii', 'ii V65', 'I ii6', 'V7 I V65/ii', 'ii viio7', 'I ii6 V(64) V7(6)', 'I IV6 I64 ii65 #viio65/iii I64 IV6 I64 ii65 #viio65/iii I64', 'ii6 viio6 bVI6', 'V6 #viio7/vi', 'vi IV V(64)']	['5 4', '5 3 2 1', '1 5', '1 6 5', '5 3 2', '1 6 5', '5 6 5', '4 2 1']	['iii6 ii6', 'V7 I6 viio6 I', 'vi6 V', 'I IV6 I64', 'V7 I6 viio6', 'I IV6 I64', 'I64 IV6 I64', 'ii6 viio6 bVI6']	['5 4 #4', '5 7 1 #1 2 b3 3', '2 7', '5 7 1 #1 2 b3 3', '2 7', '3 #1', '3 #1', '4 1 #1', '2 7', '1 4', '5 1 #1', '2 7', '1 4 5 5', '5 4 #4 5', '5 4 #4 5', '7 #5', '6 4 5']	['I64 ii6 viio/V', 'V V6 I #viio/ii V64 i6 I6', 'V64 V6', 'V V6 I #viio/ii V64 i6 I6', 'V64 V6', 'I6 #viio/ii', 'I6 #viio/ii', 'IV V7/IV V65/ii', 'ii V65', 'I ii6', 'V7 I V65/ii', 'ii viio7', 'I ii6 V(64) V7(6)', 'I64 ii65 #viio65/iii I64', 'I64 ii65 #viio65/iii I64', 'V6 #viio7/vi', 'vi IV V(64)']	('25op26no1a', 66)	('25op26no1a', 207)
3843	D	v	1	1	0	0.0	0	0	1	[]	[]	[]	[]	[]	[]	('25op26no1a', 208)	('25op26no1a', 208)
3844	D	ii	12	12	6	50.0	5	1	3 2 #4 5 4 3 2 1 5 1 5 1	['3', '2 #4 5 4 3 2']	['i6', 'iio viio7/V V V2 i6 #viio6']	['3', '#4 5 4 3 2']	['i6', 'viio7/V V V2 i6 #viio6']	['2 #4']	['iio viio7/V']	('25op26no1a', 209)	('25op26no1a', 220)
3845	D	v	6	6	1	16.7	0	1	#7 1 5 1 5 1	['#7']	['#viio']	[]	[]	['#7']	['#viio']	('25op26no1a', 221)	('25op26no1a', 226)
3846	D	i	6	6	1	16.7	0	1	#7 1 5 1 5 1	['#7']	['#viio']	[]	[]	['#7']	['#viio']	('25op26no1a', 227)	('25op26no1a', 232)
3847	D	IV	2	2	1	50.0	0	1	7 1	['7']	['viio']	[]	[]	['7']	['viio']	('25op26no1a', 233)	('25op26no1a', 234)
3848	D	bVII	26	24	13	54.2	6	7	7 1 4 #4 5 #4 5 #4 5 3 2 1 5 1 5 1 5 1 5 1 2 1 2 1	['7', '1 4 #4 5 #4 5 #4 5', '5 3 2', '5 1 1 2 1 2']	['viio', 'I IV V65/V V viio7/V V viio7/V V', 'V I6 viio6', 'V I I V43 I V43']	['#4 5', '#4 5', '5 3 2', '1 2', '1 2']	['V65/V V', 'viio7/V V', 'V I6 viio6', 'I V43', 'I V43']	['7', '1 4 #4', '5 #4', '5 #4 5', '5 1 1', '2 1']	['viio', 'I IV V65/V', 'V viio7/V', 'V viio7/V V', 'V I I', 'V43 I']	('25op26no1a', 235)	('25op26no1a', 260)
3849	D	i	4	4	3	75.0	0	3	#7 1 2 3	['#7 1 2']	['V65 i #viio6']	[]	[]	['#7 1 2']	['V65 i #viio6']	('25op26no1a', 261)	('25op26no1a', 264)
3850	D	ii	5	5	4	80.0	1	3	1 #7 1 2 3	['1 #7 1 2']	['iv64 V65 i #viio6']	['1']	['iv64']	['1 #7 1 2']	['iv64 V65 i #viio6']	('25op26no1a', 265)	('25op26no1a', 269)
3851	D	iii	44	39	30	76.9	14	16	1 #7 1 2 3 4 #4 5 3 1 5 3 1 5 4 3 2 1 6 5 4 b5 5 6 5 4 b5 5 6 5 6 5 1 2 3 4 3 2 1	['1 #7 1 2 3 4 #4', '1 5 5 4 3 3 2', '1 6 5 4 b5 5 6 5 4 b5 5 6 5 6 6 5 5', '5 1 2 3 4 3 2']	['iv64 V65 i #viio6 i6 iio6 viio7/V', 'viio43/V V III6 iv III i6 iio', 'i iv6 i64 ii%65 io64 V64/iv iv6 i64 ii%65 io64 V64/iv iv6 V64/iv iv6 It6 V(64) V7(6)', 'V7 i iio i6 #viio43 i6 iio']	['1', '1 5 5 4 3 3 2', '1 6 5', '5 6 5', '5 6', '5 6 6 5 5', '3 4 3 2']	['iv64', 'viio43/V V III6 iv III i6 iio', 'i iv6 i64', 'V64/iv iv6 i64', 'V64/iv iv6', 'V64/iv iv6 It6 V(64) V7(6)', 'i6 #viio43 i6 iio']	['1 #7 1 2 3 4 #4', '5 4 b5 5', '5 4 b5 5', '6 5 6', '5 1 2 3']	['iv64 V65 i #viio6 i6 iio6 viio7/V', 'i64 ii%65 io64 V64/iv', 'i64 ii%65 io64 V64/iv', 'iv6 V64/iv iv6', 'V7 i iio i6']	('25op26no1a', 270)	('25op26no1a', 313)
3852	D	vi	8	8	5	62.5	5	0	4 3 2 1 5 3 2 1	['4 3 2', '5 3 2']	['#viio43 i6 iio', 'V i6 iio']	['4 3 2', '5 3 2']	['#viio43 i6 iio', 'V i6 iio']	[]	[]	('25op26no1a', 314)	('25op26no1a', 321)
3853	D	ii	8	8	5	62.5	5	0	4 3 2 1 5 3 2 1	['4 3 2', '5 3 2']	['#viio43 i6 iio', 'V i6 iio']	['4 3 2', '5 3 2']	['#viio43 i6 iio', 'V i6 iio']	[]	[]	('25op26no1a', 322)	('25op26no1a', 329)
3854	D	I	34	33	16	48.5	9	7	1 5 6 5 6 5 6 5 6 5 3 2 1 5 1 5 1 5 1 4 5 4 3 2 6 2 6 2 7 1 4 5 1	['1 5 6 5 6 5 6 5 6', '5 3 2', '1 4 5 5 4 3', '2 7', '1 4']	['viio43/V V V43/V V V43/V V V43/V V V43/V', 'V I6 viio6', 'I IV V(64) V IV I6', 'ii V6', 'I IV']	['5 6', '5 6', '5 6', '5 6', '5 3 2', '4 5 5 4 3']	['V V43/V', 'V V43/V', 'V V43/V', 'V V43/V', 'V I6 viio6', 'IV V(64) V IV I6']	['1 5', '6 5', '6 5', '6 5', '1 4 5', '2 7', '1 4']	['viio43/V V', 'V43/V V', 'V43/V V', 'V43/V V', 'I IV V(64)', 'ii V6', 'I IV']	('25op26no1a', 330)	('25op26no1a', 363)
3855	D	i	8	6	2	33.3	2	0	5 3 5 3 2 1	['5 3 2']	['V7 i6 #viio6']	['5 3 2']	['V7 i6 #viio6']	[]	[]	('25op26no1a', 364)	('25op26no1a', 371)
3856	D	iv	10	8	2	25.0	2	0	5 1 5 3 2 1 5 3	['5 3 2']	['V7 i6 #viio6']	['5 3 2']	['V7 i6 #viio6']	[]	[]	('25op26no1a', 372)	('25op26no1a', 381)
3857	D	i	43	41	20	48.8	4	16	5 4 3 6 5 4 #4 5 #7 1 #1 2 3 #3 4 2 #7 1 5 #7 1 #1 2 3 #3 4 2 #7 1 5 3 1 5 1 3 5 3 1 5 1 3	['5 4', '3 6 5 4 #4', '5 #7 1 #1 2 3 #3', '2 #7', '5 #7 1 #1 2 3 #3', '2 #7']	['i64 iv', 'i6 iv6 i64 iio6 viio/V', 'V V6 I #viio/ii V64 i6 I6', 'V64 V6', 'V V6 I #viio/ii V64 i6 I6', 'V64 V6']	['5 4', '3 6 5']	['i64 iv', 'i6 iv6 i64']	['5 4 #4', '5 #7 1 #1 2 3 #3', '2 #7', '5 #7 1 #1 2 3 #3', '2 #7']	['i64 iio6 viio/V', 'V V6 I #viio/ii V64 i6 I6', 'V64 V6', 'V V6 I #viio/ii V64 i6 I6', 'V64 V6']	('25op26no1a', 382)	('25op26no1a', 424)
3858	D	I	150	127	42	33.1	17	25	5 3 5 3 2 1 5 3 5 3 5 3 5 1 5 1 5 1 4 1 4 1 #1 2 7 1 4 5 1 #1 2 7 1 4 5 1 5 1 4 1 4 1 6 5 4 #4 5 6 5 4 #4 5 6 4 2 1 7 #5 6 4 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 3 4 3 1 5 1 4 1 4 1 5 4 1 5 1 6 5 4 3 2 1 5 1 3 4 3 1 5 1 4 1 4 1 5 4 1 6 7 1 4 5 1 2 3 4 5 1	['5 3 2', '4 1 #1', '2 7', '1 4', '5 1 #1', '2 7', '1 4 5 5', '1 6 5 4 #4 5 6 5 4 #4 5', '4 2 1', '7 #5', '6 4 5', '1 3 4', '1 5', '1 6 5 5 4 3 2 2', '1 3 4', '1 5', '1 6 7', '1 4 5', '5 1 1 2 3 4 5']	['V7 I6 viio6', 'IV V7/IV V65/ii', 'ii V65', 'I ii6', 'V7 I V65/ii', 'ii viio7', 'I ii6 V(64) V7(6)', 'I IV6 I64 ii65 #viio65/iii I64 IV6 I64 ii65 #viio65/iii I64', 'ii6 viio6 bVI6', 'V6 #viio7/vi', 'vi IV V(64)', 'I I6 IV', 'I V', 'I IV6 #viio43(4)/ii #viio43/ii ii6 I6 ii viio6', 'I I6 IV', 'I V', 'I viio6/V V65', 'I ii6 V(64)', 'V I I viio6 I6 IV V(64)']	['5 3 2', '1 6 5', '5 6 5', '4 2 1', '3 4', '1 5', '1 6 5 5 4 3 2 2', '3 4', '1 5']	['V7 I6 viio6', 'I IV6 I64', 'I64 IV6 I64', 'ii6 viio6 bVI6', 'I6 IV', 'I V', 'I IV6 #viio43(4)/ii #viio43/ii ii6 I6 ii viio6', 'I6 IV', 'I V']	['4 1 #1', '2 7', '1 4', '5 1 #1', '2 7', '1 4 5 5', '5 4 #4 5', '5 4 #4 5', '7 #5', '6 4 5', '1 3', '1 3', '1 6 7', '1 4 5', '5 1 1 2 3 4 5']	['IV V7/IV V65/ii', 'ii V65', 'I ii6', 'V7 I V65/ii', 'ii viio7', 'I ii6 V(64) V7(6)', 'I64 ii65 #viio65/iii I64', 'I64 ii65 #viio65/iii I64', 'V6 #viio7/vi', 'vi IV V(64)', 'I I6', 'I I6', 'I viio6/V V65', 'I ii6 V(64)', 'V I I viio6 I6 IV V(64)']	('25op26no1a', 425)	('25op26no1b', 60)
3859	A	V	59	49	19	38.8	2	17	1 2 3 2 5 b3 4 2 3 #1 2 7 1 4 #4 7 5 7 1 5 3 1 5 7 1 5 3 1 5 1 5 1 5 7 1 #5 6 4 3 4 #4 5 1 6 #4 5 3 4 #4	['1 2 3', '5 b3 4', '4 2 3', '3 #1 2', '2 7 1', '1 4 4 4 #4', '5 7', '5 7', '5 7 1', '1 #5', '6 4 3 4 #4 5', '6 #4', '5 3 4']	['I V43 I6', 'V i6 IV(4)', 'IV ii iii(4)', 'iii V6/ii ii(4)', 'ii V65 I(#2)', 'I IV(4) IV ii6 V6(2)/V', 'V V65', 'V7 V65', 'V7 #viio65/vi vi6', 'I #viio/vi', 'vi V2 I6 IV V65/V V(64)', 'vi viio/V', 'V(4) I6 IV']	['2 3', '6 4']	['V43 I6', 'vi V2']	['1 2', '5 b3 4', '4 2 3', '3 #1 2', '2 7 1', '1 4 4 4 #4', '5 7', '5 7', '5 7 1', '1 #5', '4 3 4 #4 5', '6 #4', '5 3 4']	['I V43', 'V i6 IV(4)', 'IV ii iii(4)', 'iii V6/ii ii(4)', 'ii V65 I(#2)', 'I IV(4) IV ii6 V6(2)/V', 'V V65', 'V7 V65', 'V7 #viio65/vi vi6', 'I #viio/vi', 'V2 I6 IV V65/V V(64)', 'vi viio/V', 'V(4) I6 IV']	('25op26no1b', 61)	('25op26no1b', 119)
3860	A	ii	4	1	0	0.0	0	0	1	[]	[]	[]	[]	[]	[]	('25op26no1b', 120)	('25op26no1b', 123)
3861	A	i	4	2	1	50.0	1	0	2 1	['2 1 1']	['#viio6 i(4) i']	['2 1 1']	['#viio6 i(4) i']	[]	[]	('25op26no1b', 124)	('25op26no1b', 127)
